ratingValue,location,year,processedTitle,processedArticle,polarity,Sentiment
4,united kingdom,2022,electronics poor,disappointing especially business service ancient one world lounge catastrophe heathrow business class seat similar economy electronics poor onboard,-0.25,Negative
3,united kingdom,2022,even order food drink,outbound return flight offered decent meal received tiny bag chip small bottle water outraged u return flight even order food drink card reader function first last time well fly,0.009523809523809521,Positive
1,united states,2022,bag never showed,flying warsaw one day meeting would flying back miami next day initially flight delayed denver hour knew would miss connection warsaw denver heathrow flight terrible plane dirty economy usually fly business premium economy flight availability plane full service good food inedible seat cramped although middle seat open made tolerable arrived heathrow complete circus passenger everywhere trying rebook missed connection flight multiple flight missed connection waiting line hour finally rebooked another flight warsaw plane smallest x plane seen packed like sardine bag never showed cancel meeting bag fly back miami shown desire help give standard answer hopefully bag show miami point retrieve mean bag sitting heathrow somewhere different fight option get warsaw yet unwilling anything expedite getting bag warsaw leave miami next day,0.04407894736842105,Positive
9,united kingdom,2022,eventually make good promise,booked holiday marrakech posting negative review regarding double tier point credit confirm point credited took eventually make good promise thank based thing resolved travelled since booked travel south africa first class nd january looking forward new concorde lounge keep loyalty indeed way street,0.15727272727272726,Positive
2,united states,2022,extremely subpar service,extremely subpar service highlight online meal selection staff pretty much dropped whatever meal rude passenger wanted changed last meal delayed last minute flight plate literally grabbed away hand unfinished plate staff dropped apology offer napkin scrounge piece paper clean jacket none passenger told straighten seat meal seat tilted could barely keep plate tray without thing slipping staff walked water biscuit got exhausted got looked walked away nothing offered,-0.0058333333333333345,Negative
7,united kingdom,2022,service excellent,virtually gave three year ago writing avios opting airline return flight heathrow lisbon week good aircraft pretty much full service excellent food surprisingly good particular shoutout flight attendant called jo team back enthusiastic attentive going start spending avios,0.4366666666666667,Positive
7,canada,2022,thoroughly enjoyed flight,pleasantly surprised airline could maintain steady schedule little delay considering time year weather flight montreal return flight scotland originally booked fly toronto airline helped cancel rebooked cheaper flight inflight service pretty decent andthey offer blanket pillow well walk cabin offering drink handing small snack prior leading meal service food typical air plane food thoroughly enjoyed flight issue flight,0.15946969696969696,Positive
1,united states,2022,let checkin hour,late website atrocious let checkin hour flight trying hour check website andor find real person speak customer service thick accent think speaking english,-0.22000000000000003,Negative
4,canada,2022,honestly never fly help,flew amman london nov sure type aircraft ticket economy plus flight hm received exactly ml water potato chip seat recline entertainment system food drink purchased even get warm cup coffee tea third time flown recently unhappy time write review honestly never fly help,0.05833333333333335,Positive
1,united states,2022,unprofessional renowned airline like,worst experience ever airline flew airline august st one checked bag lost heathrow airport aware time system error baggage belt many traveler affected filed report missing bag day arrived lax airport august st waited patiently three week ( time frame either find bag eligible compensation ) receive update lost bag filed claim compensation september th since waiting response customer relation good sign resolving issue emailed tried update claim still response today contacted baggage team helpful ease prolonged waiting way contact customer relation via website theyre even getting back every time talk customer service agent tell wait waiting almost three month issue resolved yet whole experience hassle unprofessional renowned airline like,0.06428571428571428,Positive
2,united kingdom,2022,lounge overcrowded worn,flying lhr cpt november app website working properly would load ticket lhr smooth calm checking process quick boarding card would scan security gave one someone else different destination ran back checkin get correct one bag also tagged incorrectly disappeared someone ran find bag depth retag ( amazingly show cape town ) told main lounge open b c pier lounge turn false information b pier lounge open main lounge overcrowded worn arrived late gate ( train working ) biz class lane ( quick ) giant queue get plane one airbridge two seat comfy cabin clean sink taped waste working offered hand sanitiser instead disgusting ( imagine going bathroom able wash hand sink ) unbelievable dispatch plane condition food average wine served way late ( choice wine cold food eat food first matching wine come quarter hour later ) overall experience flew air france ( fortalaza cdg lhr ) two week earlier way better embarrassing,0.025595238095238105,Positive
5,malaysia,2022,rate mediocre journey,check shamble bwi counter open full flight bag drop queue even longer regular checkin queue boarding done zone carried reasonably well board fa fine engaging outbound flight iad aircraft cramped seat economy horrible seated aisle seat ( row f ) entertainment box taking third legroom overall cramped seat poor legroom awful ife screen meal mediocre bar service meal time lading served hot sandwich oozing cheese wrapper pleasant handle tasted good plane landed remote stand meant bussed since raining nice experience overall rate mediocre journey,0.007894736842105265,Positive
1,united arab emirates,2022,baggage yet delivered week,beyond disgusted fact baggage yet delivered week email call two piece reported th september response generic non specific attempt speak customer service worker obstructed airline touting value claiming yo one best world disgraceful fully describe customer service,0.0,Neutral
1,united states,2022,misplaced luggage wedding trip,july th submitted complaint form regard fact misplaced luggage wedding trip italy weve lost day incurred additional expense retrieving provided copy receipt requested expense reimbursed agreed sent requested information told week receiving month later processed reimbursement stopped answering followup matter,-0.16666666666666666,Negative
1,united states,2022,zero faith,booked flight oct cancel flight day learning cant get entry visa time flight receive confirmation email say flight canceled cancellation email booking reference number different one requested cancellation canceled another person flight sent confirmation email assumed flight canceled week still received refund reached turned flight still getting even ridiculous try reach tried multiple different way phone call email none able investigate actually happened authority help cancel flight without paying penalty based experience one read email carefully matter much context put given experienced zero faith,0.11851851851851854,Positive
6,united kingdom,2022,whelmed experience,london gibraltar th october booked flight several month ahead travel rather disappointed experience attempt nickle dime customer outrageous seat selection price offering small bottle water nutribar breakfast one gain impression aim positioned late inflight entertainment route map staff disappeared flight flight punctual felt cheated whelmed experience,-0.45999999999999996,Negative
9,united states,2022,returned full service,great flight suite aircraft really provide maximum comfort returned full service meal coursed menu hot towel provided…etc food quite good choice provided meal service ok prefer person serving rather hodge pudge thats preference entertainment good connectivity real complaint except minor one tray table seemed far eating closest position actually felt like true business class qatar standard thats another story,0.2653846153846154,Positive
9,united states,2022,flight quite good,happy say flight quite good except second rate euro business seating everything well done friendly informative cabin crew served good hot breakfast communicative folk nervous heathrow transit well done unfortunately bus gate used upon arrival,0.3321428571428572,Positive
3,united kingdom,2022,attempt provide fresh hot foo,year ago flying enjoyable time changed day five hour board plane fun terminal experience still feel classy way felt well staffed efficient board though become experience endured ba mean decision split seat nicer first half plane nastier rest underline entertainment magazine refreshment purchase brought seat ordering app attempt provide fresh hot food day despite competition able much ask trapped board five hour get free tiny bottle water small cereal bar outbound flight crew collected rubbish landing helpfully tied bag around toilet door back case anyone wanted fight way past clear thing recline button deleted seat seat pitch feel squeezed return flight one reason another due ba delay previous day two hour late getting plane late evening passenger travel enough crew cabin crew nonetheless distinctly professional flight altogether would say good thing hard think anything could recommend ; pity used professional company deal pleasure worth looking forward making european journey,0.05347222222222222,Positive
9,united states,2022,positive experience,positive experience seat new style club seat comfortable sleep food fine outstanding wifi good video screen large bright baggage came quickly heathrow experience return flight atlanta would fly would probably want make sure new seat,0.4220238095238096,Positive
2,united states,2022,baggage took hour delivered,baby across aisle cried nonstop crew yakked galley long flight possibility sleep even rest mentioning crew member colleague talking loudly made difference second meal something inedible way get simple bag crisp nut instead assortment dried something baggage took hour delivered priority club even first passenger ; kept waiting many economy bag delivered great aircraft seating still tired old yinyang configuration people stuck middle seat ( probably anyone expecting business class day ),0.1125,Positive
8,malaysia,2022,cabin crew pleasant helpful,evening flight lhr iad check poor kiosk work well staff called boarding poorly managed ground staff overwhelmed full flight struggling manage passenger gate small insufficient seating big aircraft flight full left minute late pilot kept u informed issue airborne service started quite quickly cabin crew pleasant helpful job professionally efficiently answered call bell promptly nothing much trouble started bar service generous drink came meal service food good ife old clunky sufficient movie tv programme hour flight seat comfortable legroom tight uneventful journey would give thumb ground service need attention,0.08363095238095238,Positive
1,united kingdom,2022,rude unhelpful staff,boarded flight edinburgh london connecting flight san francisco th october lot america heading back america scotland open golf st andrew woman counter rude actually embarrassed time shouting snapping people real horrible way flight london san francisco prior hour check spent £+ reserve two seat life time holiday america boarded evident seat sitting broken recliner button working pushed frame arm rest asked flight attendant time anything could done also rude seemed uninterested fact going sit hour flight seat recline eventually got flight state would report fault find multiple seat economy seating area also broken attitude staff absolutely horrendous getting flight decided make complaint bearing mind paid £+ privilege picking seat asked refund cost booking seat prior hour check told refund paid product broken met nothing rude staff telling cant refund cost booking seat email customer team still refusing also refusing tell whether fault reported prior sitting seat offered £ voucher declined basis picked seat ( example payed seat prior hour check ) £ voucher would ok spent money select seat broken experience using rude unhelpful staff chose another carrier future actually ashamed treat people way national airline great britain,-0.08703703703703702,Negative
3,united kingdom,2022,cabin crew helping,entering aircraft rushed smooth boarding people struggling cabin luggage finding seat heating high suffocating got faint due heat cabin crew helping thanks helped time called cabin crew ask water took half hour response,-0.07595238095238095,Negative
8,united kingdom,2022,recommend ba new club class,flew back uk miami new club world suite huge improvement elderly yin yang style club world boarding easy took hour late due delayed incoming aircraft made time way back landed time comfortable suite plenty storage bit piece bedding large pillow supplied attentive fa especially anna addressed name ) however let average catering ( good short rib beef underwhelming salmon wife ) sadly poor choice film ife let excellent inch touch screen refused pay ba extortionate prepay book seat fee still got seat together cmon pay enough already travel club class recommend ba new club class travel way afford future,0.14975506949191159,Positive
9,united kingdom,2022,would recommend,flew hand baggage security dubai quick entered lounge bit small good drink offering sound flight left time technical issue ife would really irritating day flight decent snack slept well arrival lounge excellent would recommend,0.21666666666666665,Positive
10,united states,2022,attentive warm friendly,review specifically maddie crew member took care u attentive warm friendly nothing much trouble smiling start finish brand ambassador,0.29375,Positive
3,united kingdom,2022,cramped single aisle aircraft,hour cramped single aisle aircraft inflight entertainment economy free catering bottle water packet crisp minimal selection food item purchase,0.11964285714285716,Positive
7,united kingdom,2022,wait case heathrow,check jersey straightforward small business class lounge jersey reasonable drink range limited food flight boarded time take delayed due poor visibility lhr captain kept u well informed eventually took min behind schedule minute late arrival heathrow good service cabin crew bacon roll coffee served disappointing wait case heathrow long flight,-0.08376623376623378,Negative
8,united kingdom,2022,cabin crew usually exceptional,check lhr quick queue security short used south lounge supposed quieter time busy difficult group get seated together flight boarded time whilst short flight ( min ) service cabin crew outstanding glass champagne coronation chicken salad coffee served smile little banter spite issue cabin crew usually exceptional exception flight landed time bag delivered quite promptly,0.061250000000000006,Positive
3,united states,2022,still found underwhelming,checkin process smooth got access iga lounge nice nice turkish airline lounge board flight first time flying intraeuropean business class though well prepared still found underwhelming first seat normal economy seat middle seat blocked personal ife basically entertainment hour flight meal service slow time reached half business class cabin one choice ran plus meal good economy meal got turkish airline flight day ago could see staff best since business class passenger single aisle aircraft small galley much could also passenger shared one single wc meaning long line bath room something rarely seen business class arrived lhr get contact gate thing bus either crew announced idea bus would come finally came course delay airport airline since main operator heathrow thing affect reputation,0.18535714285714283,Positive
9,united states,2022,least food tasted good,first time flying ba new club suite opinion good flight u including mine departed concourse c terminal many shopping dining option however quiet finding seating quite easy highlight club suite spacious provides great deal privacy meal service slow everything served one tray think time begin get back prepandemic standard least food tasted good something previously experienced flight even first class,0.28354978354978355,Positive
1,singapore,2022,never travel,flight conference june cancelled le h notice without given alternative flight rebook upon alternative flight upon calling customer service customer service said get flight day later work miss day conference asked travel different airport sweden ( stockholm ) ; reluctantly agreed given choice pay domestic flight upon reaching gothenburg airport day departure saw direct flight heathrow called customer service told seat available changed gothenburg heathrow jersey however point told pay fee gbp changed flight nd time find disgrace charge fee change flight cancelled unable give alternative option reach destination conference proposed travel another airport sweden expense since contacted legal compensation entitled according uk law got rejection claim arranged travel destination choice never travel awful customer service complete lack understanding customer need,-0.07777777777777778,Negative
10,netherlands,2022,personnel magnificent,personnel magnificent flight london delayed security long line ran like madman find gate closed plane still there… lady gate worked computer mile hour allow board ( software program already closed ) flight manager came towards gate urging make decision since plane loose take spot line sweating run still breath handed passport giving green light board bolted plane feeling bad personally thank magic really hope get recognized performance thank,0.07937062937062939,Positive
5,united kingdom,2022,crew friendly,flight hour late leaving gate crew friendly seat comfortable complimentary snack provided bag ready salted crisp,0.2041666666666667,Positive
1,united states,2022,short leg space,london istanbul business class row comprise three seat middle seat empty front row considered business class short leg space pillow blanket horrible inflight service staff harassing curtesy business class checkin waiting flight,-0.275,Negative
7,united kingdom,2022,write positive review,good experience past feel write positive review well deserved first improvement lounge gatwick massive buffet joy flew flight operated iberia express wonderful staff food exceptional whoever brought change food supplier congratulation also may add time business class row like last time row definitely big improvement could felt much attentive service still clear luggage labelled priority luggage certainly come first destination airport,0.3113017934446506,Positive
4,united kingdom,2022,flying,manchester seattle via london never fly cancelled return flight heathrow back manchester cancelled alternative offered get son come way london pick u take u car manchester food terrible return journey soon finished serving round taking tray could settle night flying,-0.39999999999999997,Negative
1,united states,2022,recompensed expense,flight march san francisco london th march cancelled hour notice found shuttle bus airport stay overnight next day flight still recompensed expense ( filled line ) received reply followup usual min longer time wait customer service picking trip reschedule return flight ( wife ill ) problem flight rebookable given voucher voucher bookable phone phoned rebook got automated voice saying taking flight booking phone see problem use voucher must phone taking phone booking offered another voucher time use passed must great business print endless voucher return money paid service rendered returned home aer lingus drama,0.054166666666666675,Positive
9,united kingdom,2022,hard working crew,full afternoon flight ready fly time arrived early uneventful flight good service pre dinner drink drink meal coffee drink available back avml meal tasty hard working crew full flight audio worked well,0.28981481481481486,Positive
1,united kingdom,2022,philippine airline require hr negative covid test,told id require hr negative covid test entry philippine booked trip via bacom transfer singapore delay transfer next day okay bothered hr negative covid test try check changi airport philippine airline check staff require hr negative covid test rush different terminal get tested wait result rush back check gate closed book extra night singapore hotel book flight manila also return journey back london one miss one leg booked flight remaining flight get cancelled discovered oman air business class better treating customer quality service business class experience,0.0,Neutral
1,united kingdom,2022,worth risk travelling,promised help find hotel room outgoing flight heathrow running late hotel would closed boarded plane basis subsequently dumped barcelona airport sleep night floor help find hotel m cant walk without help nothing partner iberia nothing kind people helped secure area toilet got sandwich lost holiday hotel booking music course insist fault hotel closing would got plane known found could go arbitration say withdraw offer expense policy refusing compensation would dreadful experience passenger bad enough someone mobile seems ditched specific responsibility duty care towards disabled passenger people disability worth risk travelling,-0.0861111111111111,Negative
1,united states,2022,cancelled return flight,business class customer cancelled return flight chose alternative flight stop complained changed date told date would work attempted charge additional $ change submitted complaint heard anything try reach chance,-0.3,Negative
10,ireland,2022,staff friendly,barbara collins super helpful boyfriend & booked flight separately thinking one found check separate slightly later one barbara able make change ensure flew together & even managed put u sitting together much appreciate terrific flight food drink & nibble great & staff friendly looking forward returning home,0.3154761904761904,Positive
1,united kingdom,2022,suitcase lost flight,holiday ruined suitcase lost flight travelled london heathrow amsterdam brother boarding told take cabin suitcase u cabin sent cargo arrival amsterdam one suitcase missing left london heathrow fill report amsterdam day ago still suitcase information today travelled amsterdam london city airport allow board cabin suitcase arrived london suitcase missing left amsterdam suitcase different flight theyve ruined holiday compensation date get property back information lie lie told could complain online buy thing need shoe toiletry clothes might receive money back day yes might,-0.05714285714285715,Negative
1,united kingdom,2022,thing change,despite ba promise credit double tier point holiday booked website received additional point four email communication ( including chief executive ) remained unanswered taken marketing con want book holiday follow promise thing change,-0.05,Negative
2,ghana,2022,received refund,refund process non responsive following refund since october month contacted customer service deck sent mail [ email protected ] several time tell processed customer service bad need worked till today received refund wondering happening,-0.23333333333333328,Negative
2,united states,2022,taken nosedive opinion,customer service nonexistent week customer service number message said call back couple week nothing needed accomplish could done bacom flying nairobi bring sister back husband died suddenly sister husband ticket july nairobi jfk received death certificate cancelled sister ticket twice took almost week correct incompetence niece wife phone hour plus hold time time told web help number would get return call one ever called back ticket premium economy tried upgrade broken hearted sister price $ plus $ service fee efficiency empathy decency addition stress losing husband sister go totally unnecessary stress ticket day flight also made reservation given price within second told $ increase taken nosedive opinion word simply convey deep frustration disappointment company,-0.13999999999999999,Negative
8,united kingdom,2022,good flight overall,flight sfo lhr smooth check san francisco airport quiet efficient dedicated lounge excellent food beverage option attentive staff lounge crowded though minor departure delay onto upper deck prefer club world cabin upper deck much quieter old style product clean well maintained staff offered good level service reasonable meal time arrival baggage quite slow good flight overall,0.2477777777777778,Positive
1,united kingdom,2022,managed lose luggage,hour min flight given bag potato chip bottle water want purchase food drink via app phone like preorder week fly however guarantee get order mine never came enquiring order told food someone plane someone turned also managed lose luggage still waiting contact regarding never use,0.8,Positive
1,united states,2022,get u flight day later,wife booked flight april included return trip edinburgh thru london washington checked edinburgh airport hour ahead time informed seat available scheduled flight asked possible simply told others checked online ( done ) instructed come back hr min still luggage unchecked yet going thru security see could get flight via standby waited finally pm min scheduled pm flight told could flight given boarding pass flight london boarding pass connecting flight ( min arrival time ) luggage checked thru washington london told wed get thru security time make flight suggested staff would assist u got security check area line massively long questioned staff member said get line like others decided pay ( pound ) go fast track security make flight got gate time yet due delayed departure caused part luggagespace issue plane flight arrived london mn late going flight connection told min scheduled departure vague explanation enough time could given boarding pas flight directed baggage claim retrieve luggage proceed checkin area rebooked later flight got checkin counter area staff person standing entrance checkin line advised u try call travel agency rebook line checking hardly moved hr finally got thru phone informed best could u get u flight day later original destination ( iad ) baltimore told assured id compensated extreme expense staying day hotel could go website make claim online ugly experience still ongoing ruined trip uk,-0.006140350877192978,Negative
5,australia,2022,let chaotic checkin boarding,three flight london reykjavik return frankfurt london generally flight acceptable standard though seat legroom quite tight threehour flight cabin crew efficient generally friendly big plus informative announcement cockpit often missing airline flight operated generally close advertised time let chaotic checkin boarding procedure preparation flight number checkin staff one two ( frankfurt lone checkin agent also checking business class passenger ) economy class passenger boarded front back standard across three flight slowed boarding process immensely people seated back tried get past forward seated passenger stowing ( enormous ) cabin baggage would make much sense board people back first enforce baggage rule cabin crew wandering cabin trying find overhead space hapless passenger boarded last small bottle water halffull bag crisp offered snack threehour flight iceland tokenism compared badly air france offered subsequent short flight paris reykjavik departure lounge next gate passenger queue wherever could corridor,-0.04181547619047618,Negative
7,united kingdom,2022,crew attentive charming,routine typical domestic shuttle flight nothing special departure five minute early one greet flight upon arrival hence minute delay crew attentive charming usual clean cut product work well fine,0.21375661375661376,Positive
1,united kingdom,2022,become absolute nightmare,week ago cancelled club europe flight due testing positive covid day booked many month ago eligible travel voucher opted online since absolute silence page state might take week ( previous voucher received within hour cancellation ) loyal customer year appalled absolute state chaos airline portrays booking planned rest admit travelling ( ex lhr ) become absolute nightmare,0.06321548821548822,Positive
8,united kingdom,2022,overall good flight,check security lhr efficient went gallery north busy fine good service left b gate efficient boarding welcome drink menu first time club suite travelling child moved seated seated near apologised check full flight cabin staff busy liked new suite felt superior old club world product entertainment excellent screen large well positioned menu quite limited quality reasonable prior covid one could pre order main club might worth bringing back happened ordered able beef dish doubt child would liked vegetarian korma run club kitchen ran food quite quickly long flight surprising child quite hungry result part result passenger cabin taking food second meal fine cabin service director source alternative meal child economy thought quite good time arrival prompt disembarkation bag quickly tend good track record bag delivery pleasant surprise overall good flight,0.3483602256329528,Positive
1,united states,2022,disappointed angry,washington london flight unexpectedly cancelled husband spent hour phone middle night try rebook flight told customer service representative cancel trip ( spending thousand lodging ticket tour etc ) finally rebooked still lost one day one day lodging ticket show tried least get another day end trip one could help u one cared family vacation totally altered cost u bunch money disappointed angry customer service,-0.19375,Negative
6,south africa,2022,cabin crew seemed really struggle service,departure minute late flew eighteen month old seating spacing economy class seems tight seat front fully tilted back real challenge get seat screen becomes close face becomes difficult focus screen audio poor due music drowning conversation gave trying watch cabin crew seemed really struggle service felt disorganised felt sorry cabin crew seemed working hard seems lot aisle type aircraft felt unnatural overhead bin high many passenger difficulty accessing belonging flight tried using overhead attendant light verify wife meal one responds better stop flight attendant aisle nice aircraft two hour flight fun close eleven hour going explore option using hassle make contact anybody flight put even go airport,0.05604010025062654,Positive
1,hong kong,2022,cancelled flight never got,cancelled flight never got book another refunded quarter spent despite covid guarantee booked onto flight april th hong kong london cancelled flight looked rebooking later date ; covid ticketing flexibility assurance find flight including october opted refund thinking id get full refund refunded paid called service centre explanation fathom could cancel flight flight available get full refund phone call take minute get talk customer service thats frustration begin customer service people adamant full refund given asked wait escalate case month later phone call later thats hour waiting phone finally refunded little total le paid would seem get refund increment would call customer service take round circle got frustrated give instead calling enquired via website answer getting full refund cancel booking neither fault decided stop flight hk another month waiting reason gave email thanks contacting u claim eu compensation sorry necessary cancel flight heathrow april claim refused cancelled non payable commercial reason request would advise kindly get touch customer support team know status refund looked support team take reasonable measure avoid disruption flight always consider alternative solution make decision cancellation control caused unforeseen disruption schedule thanks following u please feel free contact u help hope chance welcome board soon best regard customer relation know non payable commercial reason sterling going leave boycott company,0.1337962962962963,Positive
1,singapore,2022,think twice take future,belfast london jun informed flight delayed reach london heathrow reached airport counter open checkin counter approached ground staff advice connecting singapore airline flight day reply customer responsibility contact airline nothing given card contact info customer service sale next hr airport trying contact told hotline operates called another number urgent case ever number dial get speak one till told nothing could connecting flight singapore airline onboard aircraft approached help luggage placed compartment told customer responsibility would think twice take future,0.0,Neutral
1,united kingdom,2022,good old time glamour flying far gone,still charging premium airline fare however delivering nothing better low cost offer seat recline legroom minimal causing anyone taller torture fly sardine good old time glamour flying far gone ground force almost reduced cheap pack crispy water positive side cabin crew always happy well pretending least price charge advise every passenger fly low cost airline alternative pay extra absolutely nothing,0.28181818181818186,Positive
4,united kingdom,2022,food choice quality poor,new route introduced beginning june several year covid related delay business class experience fear typical nickel & dime policy introduced airline past decade plus helpful friendly fa minus cabin fairly cramped six seat across pod surprisingly little room limited storage space hard adjust seat particularly getting lie flat even fa found difficult inflight entertainment limited poor choice film tv programme music food choice quality poor one three main unavailable pea mushroom risotto almost inedible cheese selection also poor know business class offering ba rival flying similar route like experience match provided singapore airline flight far east australasia,-0.05804730983302412,Negative
5,united kingdom,2022,standard continue slip,regular customer european flight sad true note standard continue slip particularly ground service lhr atrocious handling delay staff entrance first wing brusque put mildly rude accurate flight boarded departure min later late customer allowed board single pa apology flight deck crew benefit low cost airline hang around latecomer sadly time warp pilot used best updating status dropped dramatically last year food standard choice first lounge one item improved post covid inflight service short h flight light dinner tray choice row passenger club europe salad option available printed menu offered cabin staff explained given menu customer appears supply control place food quality okay & co supply & co meal turkish airline remain superior manages ( flew turkish day ago ) staff service perfunctory attempt interact customer club europe cabin end started standard continue slip,0.0818095238095238,Positive
4,canada,2022,fairly disappointing experience,wonderful aircraft quieter aircraft flown flight delayed arriving vancouver london meant departing flight vancouver also delayed passenger waited almost minute london terminal baggage arrive excuse given ground staff baggage staff busy right baggage arrive soon onboard amenity service quite disappointing seat reasonably spacious offer sufficient back support meal size portion considerably smaller last flown tiny ham cheese croissant breakfast cabin crew noticeably absent cabin flight offer water juice beverage flight overall fairly disappointing experience,0.027976190476190498,Positive
8,united kingdom,2022,club suite seat huge improvement,lhr sfo new club suite rather chaotic embarkation despite small number passenger pushback delayed lack tug club suite seat ( kk ) huge improvement previous cw product excellent ife good range movie cabin crew attentive efficient food adequate still served tray arrival le time delayed lack marshal guide plane air bridge long queue get immigration,0.27811447811447815,Positive
2,netherlands,2022,hand hand luggage,covid form broken called customer service twice different time hung due busy pick phone hour flight delay first queue hand hand luggage due enough room untrue storage compartment empty entered plane explained really afford wait luggage hour drive left arrive airport short totally customer friendly try avoid flying next time,0.012499999999999999,Positive
1,united states,2022,airline complete disaster,worst airline experience ever flew people business class check disaster claimed exchanged ticket hour ticket counter given boarding pass group delay caused u board much later connecting flight cancelled leading day long layover child including infant ultimate connecting flight also hour late lost luggage day later still luggage calling helpline lost luggage result minute hour hold disconnected without speaking anyone airline complete disaster please fly,-0.056249999999999994,Negative
10,united kingdom,2022,nicest crew ever,crew june absolutely made flight smooth journey possibly nicest crew ever rebooking september impressed,0.4,Positive
10,united kingdom,2022,went beyond,travelled th april baby economy class flight pleasure meeting sarah air stewardess absolutely amazing received great service along staff importantly went beyond hard enough travelling infant assistance throughout flight really appreciated repeatedly asked needed anything arham lap time held whilst cup tea front aircraft chat service amazing something never forget thank support throughout flight worked aviation job remarkable appreciated hope see,0.3620370370370371,Positive
10,united kingdom,2022,crew made flight outstanding,outstanding inflight service crew friendly professional helpful best even though departure delayed due chaos among ground staff vancouver matter crew made flight outstanding,0.39166666666666666,Positive
9,united kingdom,2022,overall great flight,recent trip boston departing lhr ground staff absolutely fantastic made extra effort make sure prepared covid entry requirement u really friendly personable short queue bag drop security would say took u minute kerbside lounge fantastic considering going uk moment boarding quick efficient completed within minute seated last row economy really appreciated low density layout economy compared abreast seating colleague strategically booked aisle seat either side centre lucky enough one sat u really helped considering foot space older seat taken ife box really helped would significantly le comfortable sat next cabin crew excellent well trained personable visible throughout flight proactively offered drink outside meal service meal service efficient cabin crew proactively removing tray people finished early something rarely see economy food & co exceptional think eaten much transatlantic flight economy interesting compare return flight catered outstation overall great flight helped additional space nonetheless good performance totally exceeded expectation based review elsewhere would definitely consider flying,0.25916666666666666,Positive
1,united kingdom,2022,finally agreed refund baggage charge,seasoned traveller loyal customer appalled company recent drop standard booked fly zhrlhr mile ticket february arrived check several hour scheduled departure informed would pay baggage even though ticket clearly included free checked baggage held check hour whilst check agent went consult manager confirmed would pay check baggage option pay charge however result delay check arrived gate find flight closed last flight day forced find expensive overnight hotel accommodation tried contact customer service incident numerous occasion however bothered respond rd attempt cc ceo complaint got one line response saying free baggage included ticket point got solicitor write letter finally agreed refund baggage charge however refusing compensate missed flight considerable expense loss incurred result mistake,0.04122807017543859,Positive
1,switzerland,2022,recommend airline,flight delay happen way handle incident way beyond flight delayed overnight connecting flight missed overall delay resulted hour rechecking bag took hour standing line rebooking earlier connection denied online counter certainly never fly recommend airline,-0.13333333333333333,Negative
1,united kingdom,2022,never use,check easy bgi due u checking flightradar finding flight delayed nearly hour notification airline passenger arrived earlier easy boarding sequence number seat joke hour flight leg room isle seat seat front frame block stretching leg passenger front reclines even worse food mediocre poor choice drink choice run stewardess arrived seat ( choice cocacola water red wine connecting flight lhr man cancelled contact airline found trying book seat return leg alternative flight provided privately book taxi lhr manchester person worked cheaper train outbound flight also farce mention terminal change lhr quick turnaround changing terminal chaotic stressful older relative travelling u overall shocking guarantee never use,-0.08489583333333334,Negative
1,bermuda,2022,amsterdam worst airport experienced,arrived half hour flight queue terrible airport security line managed well gate closing arrived jogging gate ( asthma ) far worst travelling experience ever experienced airline put warning arrive least hour enjoyable experience amsterdam worst airport experienced,-0.14074074074074072,Negative
1,united states,2022,actually give voucher,say ticket flexible cancellation free within hr reality absolutely miserable alternative hour booking need change flight assume get refund like site say apparently lie actually give voucher request voucher sign away agree voucher despite knowing much money refund might get week panicked try calling course calling nothing hotline say busy happens give submit request online despite guarantee amount timing luckily show quickly rebook need change booking go request voucher time voucher code work website enter needing rebook useless voucher finally call executive class phone line ( member ) eventually pick agree help thing back end tell send information booking department contact hour,-0.007575757575757569,Negative
1,united kingdom,2022,never fly,tried check required certificate insurance covid travel tried hour get issued bank ( travel insurance ) department could issue certificate closed long time got cover letter bank sent told missed check minute would let board missed flight contacted tried rebook another departure flight told missed departing flight return flight automatically cancelled policy worked new price book flight price £ originally paid £ flight search google found flight £ flying air mauritius returning flight originally supposed return unfortunately made miss day holiday searched hour could find anywhere site needed insurance document checked mauritius flight ask insurance document lovely flight issue every time fly bad experience promise never fly,0.043636363636363654,Positive
3,united kingdom,2022,one excuse another day,another dreadful mediocre experience malaga time boarding bus remote stand aircon flight wifi erratic guest order food drink card payment system work gave ordering finally malaga held allowed leave plane bag come first case caused plane go unbalanced really one excuse another day,-0.17142857142857146,Negative
4,united kingdom,2022,cabin divider aircraft,low standard club europe cabin divider aircraft privacy separate cabin would expected aircraft properly cleaned athens ( full rubbish bag left seat pocket ) inflight information flight map long disappeared european route shame staff attentive though tried best,0.16,Positive
8,united kingdom,2022,worth extra money premium economy,flight affected recent problem quite impressed premium economy product new boeing overall premium economy turned premium clearly step economy towards business class also premium economy product came across much better boeing old b even b seat comfortable nice leg room food service entertainment option good clearly worth extra money premium economy,0.31969696969696965,Positive
10,united arab emirates,2022,staff friendly professional,amazing flight comfortable premium economy seat upgraded leg rest new aircraft staff friendly professional food great beyond expectation,0.40189393939393936,Positive
